Open,High,Low,Volume,Close
230.3580017089844,235.6490020751953,230.2949981689453,25097800,234.5290069580078
234.36199951171875,237.427001953125,233.6840057373047,22363600,235.1439971923828
235.0760040283203,235.4029998779297,233.3580017089844,13724100,234.33999633789065
234.13900756835935,234.5260009765625,232.4759979248047,14179900,232.7570037841797
232.83599853515625,239.3390045166016,232.4669952392578,24713000,239.1419982910156
239.01600646972656,239.802001953125,235.9279937744141,22691300,236.6869964599609
236.63999938964844,237.73399353027344,235.6289978027344,19743500,236.05999755859372
236.0039978027344,238.44500732421875,235.61599731445312,20488800,237.5489959716797
237.26400756835935,238.5410003662109,236.60299682617188,19677900,237.29299926757807
237.20199584960935,239.31500244140625,236.94400024414065,16482700,238.72999572753903
238.531005859375,238.96800231933597,237.94000244140625,12999000,238.25900268554688
238.14700317382807,240.38299560546875,237.03500366210935,23335900,240.38299560546875
240.36399841308597,246.93499755859372,240.1360015869141,27535100,246.06300354003903
246.1699981689453,246.68099975585935,242.5850067138672,22999200,242.968994140625
243.0749969482422,244.25100708007807,242.1790008544922,18515300,242.3040008544922
242.4980010986328,244.22799682617188,242.1219940185547,17353100,243.93099975585935
243.7400054931641,245.31900024414065,243.07400512695312,15912700,244.9409942626953
244.74200439453125,247.2429962158203,244.1519927978516,16827300,247.0500030517578
